STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/26/1970,,84,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/27/1970,,86,62
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/28/1970,,68,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/29/1970,,65,56
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/30/1970,,62,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/1/1970,,64,46
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/2/1970,,62,52
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/3/1970,,62,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/4/1970,,62,50
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/5/1970,,71,50
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/6/1970,,81,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/7/1970,,87,54
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/8/1970,,78,60
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/9/1970,,76,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/10/1970,,77,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/11/1970,,78,56
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/12/1970,,80,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/13/1970,,83,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/14/1970,,82,62
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/15/1970,,75,52
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/16/1970,,57,50
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/17/1970,,59,50
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/18/1970,,67,42
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/19/1970,,73,49
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/20/1970,,64,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/21/1970,,69,55
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/22/1970,,77,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/23/1970,,84,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/24/1970,,85,62
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/25/1970,,71,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/26/1970,,71,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/27/1970,,77,62
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/28/1970,,85,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/29/1970,,76,64
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/30/1970,,79,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,7/31/1970,,84,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/1/1970,,83,60
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/2/1970,,84,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/3/1970,,84,60
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/4/1970,,86,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/5/1970,,88,62
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/6/1970,,87,65
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/7/1970,,84,66
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/8/1970,,75,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/9/1970,,67,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/10/1970,,71,60
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/11/1970,,66,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/12/1970,,78,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/13/1970,,85,52
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/14/1970,,78,63
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/15/1970,,81,60
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/16/1970,,76,60
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/17/1970,,68,54
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/18/1970,,72,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/19/1970,,80,56
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/20/1970,,64,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/21/1970,,66,52
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/22/1970,,63,48
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/23/1970,,65,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/24/1970,,64,52
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/25/1970,,70,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/26/1970,,77,48
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/27/1970,,80,52
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/28/1970,,78,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/29/1970,,72,60
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/30/1970,,74,62
